patient_id,coordinates,cluster_id
554,"(-0.8704233899000375, 1.8268683271274357)",16
555,"(-5.35415581264989, 7.463631929826902)",15
556,"(-5.975856626020623, 2.220216075678073)",12
557,"(10.515375860079603, -1.570950624809764)",4
558,"(-4.711259618571929, 5.188931948387276)",15
559,"(-9.999887062864477, 4.4083305673595845)",17
560,"(6.846913412547718, 6.752726100422113)",9
561,"(-3.7416804271225446, 5.339079645777799)",15
562,"(4.748355942654259, 5.508192755340829)",9
563,"(-9.308894696626817, 8.204492694732702)",13
564,"(0.9178859617523958, 4.413541054238358)",11
565,"(-0.6823701647831646, 2.937962531559635)",2
566,"(-1.7855809903851048, 7.0807051631493225)",11
567,"(1.4064020317963135, 8.011188821011606)",6
568,"(3.9831174269354648, 0.0329321844168069)",5
569,"(9.966603682118862, -2.6416808649796475)",4
570,"(1.2980299333718717, 3.2411224808274013)",18
571,"(-8.961807909511686, 7.624216000236726)",13
572,"(-7.840632238674827, 2.077967575116895)",12
573,"(3.003114275807984, 0.9963100232258788)",1
574,"(6.741237741795825, -4.936388692026027)",4
575,"(9.920221695932447, -1.3561776740428468)",4
576,"(-1.392867694073193, 7.448728967529077)",3
577,"(-2.500339160952705, 1.5148161016850057)",16
578,"(2.8120534844409146, 3.775960110632241)",18
579,"(8.424014476099774, 4.559047599523237)",10
580,"(9.665076330298644, 7.178526050153689)",10
581,"(-10.323167916353565, 1.1241081906414383)",17
582,"(9.342367295739043, 3.255151650282962)",19
583,"(8.08756674691215, 2.67561529865836)",19
584,"(12.406788664884445, 6.658041003227901)",10
585,"(-2.697594862485647, 4.202857908670562)",2
586,"(1.1742523885980654, 2.411588537248065)",1
587,"(-7.419644780100378, 3.9152041501063635)",12
588,"(-5.2173677331741874, 6.222046881837382)",15
589,"(-9.529394943872258, -8.032465386372948)",7
590,"(-1.1079169929224222, 7.601914291795214)",11
591,"(-3.623412607994733, 7.203817609926261)",15
592,"(-8.856170323123315, 3.0658671464102483)",17
593,"(9.608614036165898, 4.555223296370175)",19
594,"(-10.124527693818713, 7.853133221758618)",8
595,"(-7.097159788479321, 0.8087310133970311)",12
596,"(-8.068516786880597, -7.463268886109442)",7
597,"(1.826733965145358, 0.8165718101995088)",1
598,"(-2.7824218128959197, 4.969821600165319)",15
599,"(-2.688563396793638, 8.163389616472662)",3
600,"(-0.5958154800770465, 2.2094977788973527)",16
601,"(-1.4892515033563793, 4.953084256162194)",11
602,"(1.6527308109081182, 3.9217783718705697)",0
603,"(0.2842202307621039, 5.840164381694188)",0
604,"(-0.46201441107061547, 4.169232615634313)",2
605,"(5.3927466744048305, -1.1576348153223097)",5
606,"(-8.69763791777738, -7.382896883881212)",7
607,"(0.06878813442397347, 4.219392309835261)",11
608,"(1.9471366585917471, 0.0034268061035337416)",1
609,"(1.1389694464329108, 8.47761619463904)",6
610,"(-1.3485573104607924, 9.009557478871976)",11
611,"(0.9448723325401603, 0.7921847041833243)",14
612,"(0.945656636495631, -0.35280209037653276)",14
613,"(-0.39107093425661243, -2.166096477473061)",14
614,"(-5.45085754618592, 4.013034272600765)",15
615,"(2.8767912866767746, 2.3566198868801)",18
616,"(-6.014545837876069, -8.879136745304754)",7
617,"(8.49822290829696, -3.3135779831265126)",4
618,"(2.006742850315568, 2.7017082366800262)",18
619,"(-7.348703741442104, 3.0984894183661966)",12
620,"(-6.398051787310733, 4.8655910631497274)",15
621,"(-6.51127735902071, 10.396468727383384)",13
622,"(-7.8944669956229205, 8.323515043519016)",13
623,"(-4.874251623992575, 4.2365639066893)",15
624,"(7.916378487875344, 2.5627827031525383)",19
625,"(0.3049237286476194, -2.945170526838907)",14
626,"(6.170064922034831, 0.17063234438530245)",5
627,"(-0.7597968400108694, 2.148086950452983)",16
628,"(-1.852019419327831, 4.2140751962202625)",11
629,"(-0.546292217610424, 5.61492776991488)",11
630,"(-10.059978371911534, 4.607825145844771)",17
631,"(-2.0314070225003635, 6.7022754729437946)",3
632,"(9.918032039462641, 6.422142775158762)",10
633,"(-7.045645738458321, 10.204445027378508)",13
634,"(-1.8566311763112067, 1.6191198499131891)",16
635,"(8.464732653805104, 6.176384156387245)",10
636,"(2.26680181786438, 9.67667743584418)",6
637,"(1.6991730084191565, 9.545053195386485)",6
638,"(-0.32846849632324515, 5.314147894748043)",11
639,"(5.799849022789135, 2.494250053965721)",5
640,"(9.771437977901435, 1.4083272134004785)",19
641,"(0.3557125681506952, 0.8968011509855702)",1
642,"(5.782688051548252, 7.720735211563326)",9
643,"(-9.48858610416224, 6.717512243539282)",8
644,"(5.146275527342355, -0.45267577399941006)",5
645,"(1.8874960542465116, -1.781549347581784)",14
646,"(-8.65288872710067, 1.158566864976081)",17
647,"(-1.8870586460408403, 0.5527057234405692)",16
648,"(-2.9210032590447517, 7.16113475035551)",3
649,"(-10.972131634794083, 6.207181826011508)",8
650,"(-4.634792990245616, 6.502669581837493)",15
651,"(9.321643722351512, -0.37617883673151575)",4
652,"(-2.203174377522636, 1.5589644895064747)",2
653,"(-0.7615500155306372, -2.447199954978286)",14
654,"(2.457733831750548, 4.6917902284923265)",18
655,"(-2.6070044815277225, 3.2198828646670252)",2
656,"(0.38813137979188583, -1.0792776557360773)",14
657,"(0.3263601017220286, -2.039495810610557)",14
658,"(9.777499603532698, 3.49155766985746)",19
659,"(-10.581811245907044, 6.859171403061143)",8
660,"(-11.015098462819502, 6.483926382664376)",8
661,"(2.587492492141406, 9.17893734640996)",6
662,"(0.007030660490921825, 8.164186433068618)",6
663,"(8.359401219346411, 2.9157665639530537)",19
664,"(0.6751752920230814, 4.840775241904751)",0
665,"(10.640976491440883, 6.170981544966246)",10
666,"(-4.881215078026331, 5.7463493899783895)",15
667,"(1.4300519911821792, 2.4740469164438585)",0
668,"(10.462659715453595, 9.835191456276142)",10
669,"(0.922968025987984, 0.44846488830854037)",1
670,"(-0.5614870893274269, 6.481102835278774)",11
671,"(0.658005041347342, 0.8465033774798862)",1
672,"(3.3601948311809027, -0.2723969566698936)",1
673,"(11.114940789876089, 5.317331145430004)",10
674,"(10.696927697231512, 4.934287100855868)",10
675,"(-0.20009033626201145, 2.6280063929620017)",16
676,"(-4.151917880983408, 3.574189223843768)",15
677,"(0.723052711491027, 5.402060385174235)",0
678,"(5.004865042165148, 7.146872091476097)",9
679,"(-0.5062058821961288, 4.343977843218684)",0
680,"(0.6411562219507515, -1.9140137791881207)",14
681,"(3.57276535970005, 4.708110238608042)",0
682,"(-8.132764739362795, 8.586422021581381)",13
683,"(-8.038481415577499, 3.848931654742871)",12
684,"(1.9441316814896543, 3.4212468376156657)",18
685,"(-1.0320356921143912, 8.76963044749284)",3
686,"(4.152234073372259, -0.3738888772660417)",5
687,"(-1.6301319395923333, 2.5757608131718177)",16
688,"(8.77833571384307, 2.761978452258229)",19
689,"(-7.421843101440961, 1.7913601530127832)",12
690,"(5.617511142833755, 8.896241375435732)",9
691,"(-1.431782682627972, -0.32639763556505463)",16
692,"(0.5366865280670012, 2.8672459681792115)",0
693,"(1.1476153599856318, 8.067548766166038)",6
694,"(0.7884751565716881, 4.790724632388323)",0
695,"(-0.17321875934176, 7.825251011864426)",6
696,"(2.7645468726000813, 7.687991428320501)",6
697,"(-9.09310059965792, -7.367860685829018)",7
698,"(6.217546668298587, 7.020223304186531)",9
699,"(8.848458236957812, 4.3654011448376275)",19
700,"(0.10922613901964917, 2.0923014548404457)",2
701,"(-6.744348970660656, -0.1290629648962569)",12
702,"(1.4460989363255081, 6.758626144663143)",6
703,"(9.56090508047523, -2.2758453694902294)",4
704,"(9.431168980078146, 4.939570165319049)",19
705,"(2.88585041236707, 4.137996940035027)",18
706,"(8.976352581958645, 5.019203277366687)",10
707,"(4.467284858704493, 6.31048825663059)",9
708,"(5.046872934537649, 6.45087669142866)",9
709,"(-4.424690828917529, 6.517259058509588)",15
710,"(1.3732512827130368, 1.1427646717213176)",16
711,"(-0.421524345047802, 5.8554943866706735)",3
712,"(-1.206345977177922, 3.3473496161149248)",2
713,"(-7.459663325101209, 8.048458619652184)",13
714,"(1.2631745665498415, 1.9831930516576484)",0
715,"(9.341955538462546, 7.055138882369075)",10
716,"(1.9151087214576341, 4.7508414797725464)",0
717,"(3.4386663807468967, -0.5665957983475667)",1
718,"(-8.394498538211888, 3.2117378061414277)",12
719,"(5.779621938842172, 1.0760496256329777)",5
720,"(0.285240554622873, 3.7964958788990026)",0
721,"(-8.035012892903351, -7.282105655626815)",7
722,"(-0.6003937970810738, 6.2910213806080195)",3
723,"(-8.987329180330917, 1.2117685535859086)",17
724,"(-1.9423074760717378, 2.3577448306430298)",2
725,"(4.4784035197160215, 6.824603455362048)",9
726,"(-8.647720173269771, 7.513662039680697)",8
727,"(8.813405299901111, 4.812005199482921)",19
728,"(2.0586775465907095, 0.43750315687064273)",1
729,"(2.3755000032318456, 4.077663601093855)",0
730,"(9.122515098561532, -3.080769894396006)",4
731,"(-11.138548145694914, 6.948918268166141)",8
732,"(0.37823058758638783, -2.330732581679807)",14
733,"(8.208882274448177, -2.67348266196349)",4
734,"(3.556567303948304, 0.8885008894862517)",1
735,"(8.821249197868571, 2.453246226596821)",19
736,"(2.6818243492783274, 6.9249571826038645)",6
737,"(-0.5694093034333352, 0.30914458119103916)",16
738,"(0.038053398582472475, 4.620213000134071)",11
739,"(-9.293600614021365, 5.849400213250391)",8
740,"(-7.201823650456042, -9.689436396591946)",7
741,"(8.799989124946197, -3.3046087412254765)",4
742,"(1.930876414588569, 9.079873175676774)",6
743,"(1.4046032971016056, 9.539133591617547)",6
744,"(-10.881841554199703, 5.956205865052145)",8
745,"(-4.51511640475477, 5.292096453520395)",15
746,"(4.657105542041726, 7.270686152231447)",9
747,"(-1.7342895908743001, 1.7190250895212338)",2
748,"(-11.215717897540378, 6.543936913448438)",8
749,"(-8.841986857859057, 3.1142130989490124)",17
750,"(5.000503977836661, 0.23777016939504536)",5
751,"(-3.4762841203521435, 4.57128118921842)",15
752,"(-8.411127793845642, 6.3558903053362)",8
753,"(1.5335530302402791, 9.786377201723539)",6
754,"(-6.858200531428254, 8.596994390182735)",13
755,"(1.4995467390782489, 4.132240996226142)",0
756,"(-6.50957918746129, -8.515229791361708)",7
757,"(-7.090070893357121, 3.359844524938524)",12
758,"(1.8711952820186486, 0.715602548976854)",1
759,"(2.5245679300509725, 7.862158619993372)",6
760,"(9.540382176441286, 5.1535888491683775)",10
761,"(-5.248103313812512, 7.39039376476886)",15
762,"(0.7753625453455684, 4.426318645101691)",0
763,"(0.45369153701454845, 3.996655607289706)",0
764,"(8.698060306205274, -1.4548316035651434)",4
765,"(0.406126221112465, 6.534680184797349)",11
766,"(-1.7358497844634166, 3.0465783510969904)",2
767,"(-6.379154158483171, 9.708134772634446)",13
768,"(-10.214488582044444, 1.4945262242305115)",17
769,"(-0.6804279639550377, -1.2169076738581635)",14
770,"(-0.8996840559045491, 1.0982577188345037)",16
771,"(-9.627996851858429, 7.5349803463229135)",8
772,"(9.087689559582621, 5.011770517377797)",10
773,"(2.492142409524082, 3.6625752649405396)",18
774,"(8.312865197186229, -1.1511973078899558)",4
775,"(-1.215938399537765, 1.663265341501608)",16
776,"(-8.195886921425727, 3.044068496012133)",12
777,"(-0.09050299371597115, 8.579308220559803)",6
778,"(-7.359890219152991, 4.110815658298987)",12
779,"(4.534342084630333, -0.3167757319140059)",5
780,"(1.2456593174664023, 2.4749316533166574)",18
781,"(-9.0542110691404, 2.236697463550037)",17
782,"(-8.893373160491642, -7.292392132335655)",7
783,"(2.325106436087939, 0.42203536120837054)",1
784,"(-9.263081226885387, 6.336603096412425)",8
785,"(2.041897380922287, 1.801805944266487)",1
786,"(5.87579740610841, 1.119182764481364)",5
787,"(-9.019051709284074, 5.772697233935582)",8
788,"(8.866632167703802, -2.0658314107287983)",4
789,"(-0.8397170362669251, 1.4888668765054809)",16
790,"(-0.828443467670429, 5.994009985971729)",11
791,"(3.7720256612431102, 3.734659304168258)",18
792,"(1.3249424933198466, 2.176685065578979)",18
793,"(-1.9889454706711005, 6.900951433790771)",11
794,"(-4.06429677952917, 4.816884462344186)",15
795,"(2.276904886081422, 0.6771745786968626)",1
796,"(-1.7423262562954436, 4.445477163645052)",2
797,"(-1.5385530219031294, 1.963037144436536)",2
798,"(2.2209623208972866, -2.364185824759616)",14
799,"(1.3650059284397251, 0.6124794357220102)",1
800,"(-6.349494420754156, 8.490369504344855)",13
801,"(-8.667512495071621, 8.062279622634685)",13
802,"(8.59005033057058, -3.3578435044323975)",4
803,"(-7.414098943061609, -7.433034524612463)",7
804,"(4.901861323750202, -0.15625252066672124)",5
805,"(1.0263130090171384, 8.303857910155994)",6
806,"(9.98541652798702, 4.596874182107967)",10
807,"(10.273109676913922, -1.869550202657822)",4
808,"(9.580911416000378, 5.006148901712484)",19
809,"(0.49306353976999895, 6.525589411287648)",11
810,"(0.7050627386563312, 2.9866125386425955)",0
811,"(-9.93098260456157, -9.933150658723482)",7
812,"(-5.7094667152479435, 1.952950552751397)",12
813,"(2.2338877202588145, 1.679344812914826)",1
814,"(2.108275212223825, 3.7428063243166334)",0
815,"(-1.478628190392597, 5.9171542794826255)",11
816,"(-0.5374343833073505, 5.730367735755023)",11
817,"(1.626754664042592, 8.059870481558582)",6
818,"(-0.1995818779497447, 4.063638755944459)",18
819,"(9.622437443264669, 3.7052340020926)",10
820,"(6.488259541420414, 0.47771708190824447)",5
821,"(5.152968664523555, -0.0987710347599029)",5
822,"(0.15935664517063353, 5.671550949165629)",11
823,"(2.7355663678266118, 1.3135661874762319)",18
824,"(0.6682520468314399, 3.1335594596368104)",2
825,"(0.18684815197125804, 5.2326528051943)",11
826,"(1.0398147747042175, 6.054742513732384)",11
827,"(9.073995491486748, 5.629018181257125)",10
828,"(1.7945873324416022, 2.1816921678881234)",18
829,"(-8.704694286087546, -8.449287460807799)",7
830,"(9.050602906186233, 4.0968931950747525)",19
831,"(5.527873181298878, 7.986692821820923)",9
832,"(6.9332105133530835, 8.185378144775937)",9
833,"(-6.660539656420537, 9.827811515286596)",13
834,"(9.506943801189944, -2.8554975653281156)",4
835,"(-9.023858478653647, -9.220740773371336)",7
836,"(1.0437869357208198, 5.081391465351302)",0
837,"(-9.229810228956163, -6.455063384683253)",7
838,"(8.46580127038359, 4.930085408876245)",19
839,"(10.133832918719095, 5.6389450241334655)",19
840,"(1.933434430653623, 2.372798028595952)",18
841,"(-4.919771748755333, 6.2363235409040625)",15
842,"(-8.809693509525816, -8.839580627959602)",7
843,"(1.6545910994722326, 8.925581721026395)",6
844,"(3.428458197236078, 1.4225465114542397)",1
845,"(1.2434045843097326, 0.060005232070222014)",1
846,"(2.748640054785505, 1.731713242086736)",5
847,"(0.46971488719816673, -2.593630343126083)",14
848,"(-0.508062976859075, -1.9221497073156868)",14
849,"(0.07634571796355832, -2.6908459841532926)",14
850,"(-6.154547414616768, 2.8631395525542414)",12
851,"(-6.682288380526472, -8.161507467366988)",7
852,"(-9.739066822473939, 2.0828288632404437)",17
853,"(2.2948782396090133, 10.703283685494577)",6
854,"(1.5814205075057801, -2.071626009341677)",14
855,"(-5.27435956859492, 4.364723217765844)",15
856,"(-1.0883478009750036, 1.2993204956007451)",16
857,"(-9.46995226499341, -7.215867247174147)",7
858,"(10.386268671308414, 3.843992389423868)",19
859,"(3.1843603793951347, 3.7445178175017784)",18
860,"(9.144980113604191, 4.187172247345772)",19
861,"(0.016749511944918805, 8.383443337049462)",3
862,"(5.059508597584469, 7.60787184808105)",9
863,"(0.1846475729400769, -1.3142735461602288)",14
864,"(-5.80124035294268, 8.245566341509244)",13
865,"(-1.5192527264271851, 7.072420334827879)",11
866,"(0.31715497829294315, -3.000712697140289)",14
867,"(-0.20098539307537533, 5.856455372840097)",11
868,"(6.314444905079479, 7.331652745354916)",9
869,"(1.9427006772606465, 9.132326645353013)",6
870,"(4.718194975923678, 3.9302663131458853)",18
871,"(-4.95026233217282, 3.5204914105716534)",15
872,"(-4.596590169003101, 5.08561052263991)",15
873,"(10.66402391711745, 6.564251400925247)",10
874,"(-3.1969966320128256, 7.659967906259217)",15
875,"(1.8054040654903527, -0.6031892954240832)",1
876,"(0.04474135518429989, -0.4948595752752081)",14
877,"(10.585060295933879, 7.49712963828061)",10
878,"(-0.2227951483281384, -2.009486599345955)",14
879,"(1.0780728108112374, 9.664814858269882)",6
880,"(-0.9856215626007089, 7.783721302667504)",3
881,"(6.667869458134522, 1.1023887120737252)",5
882,"(7.969127402397425, -0.34871840373254903)",5
883,"(-8.883996203749705, 2.7355107739550983)",17
884,"(0.5900770373338857, 5.441285501584985)",11
885,"(-1.968435760486164, 3.7780141415899773)",2
886,"(-7.828391728877598, 0.8605101985298653)",12
887,"(-2.244943974167091, 4.454097205494898)",11
888,"(-8.141198736114204, 6.966477290241798)",8
889,"(-0.562465368040918, 5.048234652298015)",2
890,"(-6.599204376825142, 7.589748563494788)",13
891,"(-1.6865745303675368, 5.196938422117791)",11
892,"(-9.297412922754, 7.511436696442734)",8
893,"(4.32032185569477, 2.5490918054199065)",5
894,"(-7.845402124366297, 9.324320234957842)",13
895,"(-7.431129523872062, -7.937432878907936)",7
896,"(8.746459632649634, 6.742605170900096)",10
897,"(9.215314243856144, 3.104822010131235)",19
898,"(8.789221218533397, 2.8759475748120096)",19
899,"(11.30466843957579, 3.06208765974026)",19
900,"(-11.181085282217044, -9.054850141971384)",7
901,"(-7.518340261986113, 8.731515175317714)",13
902,"(-9.230260414215687, 6.460080430309973)",8
903,"(-1.785400330221576, 6.139190211202751)",11
904,"(-5.718393318427054, 10.152459585051924)",13
905,"(-6.087342636610616, 8.000997205182463)",13
906,"(-1.5985555535768974, 8.632940946127619)",3
907,"(-9.073799299694619, 8.295692491368142)",13
908,"(7.809878947463311, 3.83186495128226)",19
909,"(-10.739031054047818, 6.826810647648)",8
910,"(-8.877582048746756, 5.592773645725569)",8
911,"(-9.230428030758187, -8.609694215148231)",7
912,"(-6.792348788755448, 2.563382102357826)",12
913,"(5.28160368608987, 7.608801431769952)",9
914,"(5.871591928007547, 1.8993818991491511)",5
915,"(-4.724450049325846, 8.74237040244709)",13
916,"(2.9282304783280524, 0.7971137288739714)",1
917,"(9.777082738255558, 6.6928294597072036)",10
918,"(5.12933691429089, 0.23115392178779193)",5
919,"(-0.6879169034650983, -2.9793795916118735)",14
920,"(0.26526432943294065, 1.2509724122141286)",16
921,"(1.0220430832527239, -1.9619648101693472)",14
922,"(8.748411241974761, 4.0165301147731265)",19
